username,artist,album,song,date
VikingIrishman,John Frusciante and Josh Klinghoffer,A Sphere in the Heart of Silence,Sphere (Album Version),24 Jul 2010 23:17
VikingIrishman,Incubus,Make Yourself,I Miss You,24 Jul 2010 23:14
VikingIrishman,Ataxia,,Montreal,24 Jul 2010 23:01
VikingIrishman,John Frusciante,Shadows Collide With People (acoustic),Omission,24 Jul 2010 22:57
VikingIrishman,Red Hot Chili Peppers,Californication,Otherside,24 Jul 2010 22:52
VikingIrishman,Tones on Tail,Night Music,Go!,24 Jul 2010 21:30
VikingIrishman,Cake,B-Sides and Rarities,It's Coming Down,29 Apr 2010 20:54
VikingIrishman,Cake,B-Sides and Rarities,Short Skirt-Long Jacket,29 Apr 2010 20:50
VikingIrishman,Cake,B-Sides and Rarities,Thrills,29 Apr 2010 20:47
VikingIrishman,Cake,B-Sides and Rarities,Never. Never Gonna Give You Up,29 Apr 2010 20:43
VikingIrishman,Cake,B-Sides and Rarities,Multiply the Heartaches,29 Apr 2010 20:41
VikingIrishman,Cake,B-Sides and Rarities,Strangers In The Night,29 Apr 2010 20:38
VikingIrishman,Cake,B-Sides and Rarities,Conroy,29 Apr 2010 20:35
VikingIrishman,Cake,B-Sides and Rarities,Excuse Me (I Think I've Got a Heartache),29 Apr 2010 20:33
VikingIrishman,Cake,B-Sides and Rarities,Mah Na Mah Na,29 Apr 2010 20:29
VikingIrishman,Cake,B-Sides and Rarities,Ruby Don't Take Your Love to Town,29 Apr 2010 20:27
VikingIrishman,Cake,B-Sides and Rarities,War Pigs,29 Apr 2010 20:23
VikingIrishman,Cake,B-Sides and Rarities,Ruby Don't Take Your Love to Town,29 Apr 2010 20:17
VikingIrishman,Cake,B-Sides and Rarities,War Pigs,29 Apr 2010 20:12
VikingIrishman,Bush,Golden State,My Engine Is  With You,29 Apr 2010 20:06
VikingIrishman,Bowling for Soup,Drunk Enough to Dance,Girl All the Bad Guys Want,29 Apr 2010 20:03
VikingIrishman,Chris Kimber,Mind Body Spirit - Tranquility,Inner Peace,29 Apr 2010 19:54
VikingIrishman,Garbage,Bleed Like Me,Metal Heart,29 Apr 2010 19:50
VikingIrishman,Lily Allen,Alright Still,Shame for You,29 Apr 2010 19:45
VikingIrishman,Lily Allen,It's Not Me It's You,Everyone's at It,29 Apr 2010 19:43
VikingIrishman,Rush,Fly by Night,By-Tor and the Snow Dog,19 Apr 2010 00:40
VikingIrishman,Rush,Snakes & Arrows,The Larger Bowl (A Pantoum),19 Apr 2010 00:36
VikingIrishman,Rush,Test for Echo,Resist,19 Apr 2010 00:31
VikingIrishman,Rush,Grace Under Pressure,Red Lenses,19 Apr 2010 00:27
VikingIrishman,Rush,Roll the Bones,Where's My Thing? pt. 4: Gangster of Boats Trilogy,19 Apr 2010 00:23
VikingIrishman,Rush,Moving Pictures,Witch Hunt (Part III of Fear),19 Apr 2010 00:18
VikingIrishman,Amon Amarth,The Crusher,Releasing Surtur's Fire,19 Apr 2010 00:13
VikingIrishman,Rush,Hemispheres,Cygnus X-1 Book II: Hemispheres,18 Apr 2010 23:54
VikingIrishman,Rush,Presto,Presto,18 Apr 2010 23:49
VikingIrishman,Rush,2112,Tears,18 Apr 2010 23:45
VikingIrishman,Amon Amarth,The Crusher,A Fury Divine,18 Apr 2010 23:38
VikingIrishman,Rush,Rush,Here Again,18 Apr 2010 23:31
VikingIrishman,Rush,Moving Pictures,The Camera Eye,18 Apr 2010 21:42
VikingIrishman,Rush,Moving Pictures,Limelight,18 Apr 2010 21:37
VikingIrishman,Rush,Moving Pictures,Tom Sawyer,18 Apr 2010 20:55
VikingIrishman,Weird Al Yankovic,Weird Al Yankovic,Happy Birthday,13 Apr 2010 16:56
VikingIrishman,Weird Al Yankovic,Weird Al Yankovic,Such A Groovy Guy,13 Apr 2010 16:53
VikingIrishman,Weird Al Yankovic,Off The Deep End,The Plumbing Song,13 Apr 2010 16:49
VikingIrishman,Weird Al Yankovic,Peter and the Wolf,Shark,13 Apr 2010 16:46
VikingIrishman,Weird Al Yankovic,Dare To Be Stupid,Like a Surgeon,13 Apr 2010 16:43
VikingIrishman,Weird Al Yankovic,Alapalooza,Achy Breaky Song,13 Apr 2010 16:40
VikingIrishman,Weird Al Yankovic,Dare To Be Stupid,Dare to Be Stupid,13 Apr 2010 16:36
VikingIrishman,Weird Al Yankovic,Straight Outta Lynwood,White And Nerdy,13 Apr 2010 16:33
VikingIrishman,Brad Smith / Pink Floyd,MOON8,side one,05 Apr 2010 18:24
VikingIrishman,Garbage,Garbage,Not My Idea,05 Apr 2010 00:48
VikingIrishman,Garbage,Garbage,As Heaven Is Wide,05 Apr 2010 00:44
VikingIrishman,Garbage,Garbage,Only Happy When It Rains,05 Apr 2010 00:40
VikingIrishman,FFXI,,Dark Knight Song,05 Apr 2010 00:35
VikingIrishman,Brad Smith / Pink Floyd,MOON8,side one,04 Apr 2010 02:42
VikingIrishman,Candlebox,Candlebox,Far Behind,25 Mar 2010 14:22
VikingIrishman,Stone Temple Pilots,No. 4,Sour Girl,25 Mar 2010 14:18
VikingIrishman,Soundgarden,Superunknown,Spoonman,25 Mar 2010 13:43
VikingIrishman,Bush,1995-02-27: Club Babyhead Providence RI USA,Machinehead,25 Mar 2010 13:39
VikingIrishman,Michelle Pfeiffer,,(The Legend Of) Miss Baltimore Crabs,25 Mar 2010 13:18
VikingIrishman,Stephen Sondheim,Sondheim Sings Vol. 1: 1962-1972,Losing My Mind,25 Mar 2010 13:16
VikingIrishman,Neil Patrick Harris,Assassins: The Broadway Cast Recording,The Ballad of Czolgosz,25 Mar 2010 13:13
VikingIrishman,Equilibrium,Nuclear Blast Showdown 2007,Blut im Auge,10 Mar 2010 18:50
VikingIrishman,Týr,By the Light of the Northern Star,Into the Storm,10 Mar 2010 18:44
VikingIrishman,Turisas,Battle Metal,As Torches Rise,10 Mar 2010 18:40
VikingIrishman,Eluveitie,Slania,Calling The Rain,10 Mar 2010 18:34
VikingIrishman,Korpiklaani,Tales Along This Road,Happy Little Boozer,10 Mar 2010 18:30
VikingIrishman,Alestorm,Leviathan,Leviathan,10 Mar 2010 18:24
VikingIrishman,Great Big Sea,Something Beautiful,When I Am King,25 Feb 2010 20:02
VikingIrishman,Neck,Should My Fist Eye,Open Window,25 Feb 2010 19:57
VikingIrishman,Me First and the Gimme Gimmes,,Mahogany,25 Feb 2010 19:55
VikingIrishman,The Killigans,One Step Ahead of Hell,For Love of Country,25 Feb 2010 19:51
VikingIrishman,Against Me!,The Disco Before the Breakdown,Jordan's First Choice,25 Feb 2010 19:49
VikingIrishman,The Irish Rovers,The Best Of The Irish Rovers,Years May Come Years May Go,25 Feb 2010 19:45
VikingIrishman,Rancid,...And Out Come the Wolves,The Way I Feel,25 Feb 2010 19:43
VikingIrishman,The Prodigals,Dreaming In Hell's Kitchen,Happy Man,25 Feb 2010 19:40
VikingIrishman,The Pogues,If I Should Fall From Grace With God,If I Should Fall From Grace With God,25 Feb 2010 19:37
VikingIrishman,Street Dogs,Back to the World,Pull the Pin,25 Feb 2010 19:34
VikingIrishman,The Tossers,The Valley of the Shadow of Death,Out On The Road,25 Feb 2010 19:31
VikingIrishman,Barleyjuice,Another Round,Scottish Samba,25 Feb 2010 19:28
VikingIrishman,Social Distortion,Social Distortion,Ball and Chain,25 Feb 2010 19:22
VikingIrishman,Greenland Whalefishers,,Set Me Free,25 Feb 2010 19:20
VikingIrishman,Stiff Little Fingers,Inflammable Material,Alternative Ulster,25 Feb 2010 19:15
VikingIrishman,The Dubliners,Spirit of the Irish,Finnegan's Wake,25 Feb 2010 19:11
VikingIrishman,Pennywise,Reason To Believe,Confusion,25 Feb 2010 19:08
VikingIrishman,Mutiny,Rum Rebellion,Take A Chance,25 Feb 2010 19:05
VikingIrishman,Anti-Flag,For Blood and Empire,The Project For a New American Century,25 Feb 2010 19:01
VikingIrishman,Dropkick Murphys,The Meanest of Times,Famous for Nothing,25 Feb 2010 18:58
VikingIrishman,Filthy Thieving Bastards,...I'm a Son of a Gun,A Killing On Wall Street,25 Feb 2010 18:55
VikingIrishman,Flatfoot 56,Jungle of the Midwest Sea,Loaded Gun,25 Feb 2010 18:53
VikingIrishman,Rum Rebellion,Cruisin' For A Boozin',Drunken Sailor,25 Feb 2010 18:51
VikingIrishman,Christy Moore,Ride On,Ride On,25 Feb 2010 18:47
VikingIrishman,The Pogues,If I Should Fall From Grace With God,Fiesta,25 Feb 2010 18:42
VikingIrishman,The Real McKenzies,10000 Shots,I Hate My Band,25 Feb 2010 18:40
VikingIrishman,Street Dogs,Savin Hill,Savin Hill,25 Feb 2010 18:36
VikingIrishman,Rancid,Life Won't Wait,Cash Culture And Violence,25 Feb 2010 18:33
VikingIrishman,The Prodigals,Dreaming In Hell's Kitchen,The Morning After,25 Feb 2010 18:29
VikingIrishman,Larkin,Every Living day Begs The Question,Inject Some Blood,25 Feb 2010 18:26
VikingIrishman,Barleyjuice,Six Yanks,Pretty Wild Bride,25 Feb 2010 18:23
VikingIrishman,The Young Dubliners,With All Due Respect - The Irish Sessions,The Rocky Road To Dublin,25 Feb 2010 18:19
VikingIrishman,Social Distortion,Sex Love and Rock 'n' Roll,Reach for the Sky,25 Feb 2010 18:15
VikingIrishman,Rise Against,The Sufferer & the Witness,Drones,25 Feb 2010 18:12
VikingIrishman,The Chieftains,The Long Black Veil,Ferny Hill,25 Feb 2010 18:08
VikingIrishman,Black 47,Trouble in the Land,I Got Laid On James Joyce's Grave,25 Feb 2010 18:04
VikingIrishman,Greenland Whalefishers,Joining Forces,Standing in the Wind,25 Feb 2010 18:01
VikingIrishman,Millencolin,Machine 15,Broken World,25 Feb 2010 17:58
VikingIrishman,Blood or Whiskey,Cashed Out on Culture,They Say No!,25 Feb 2010 17:54
VikingIrishman,Filthy Thieving Bastards,My Pappy Was A Pistol,Gods Are Fearing Men,25 Feb 2010 17:52
VikingIrishman,The Offspring,Hammerhead,Hammerhead,25 Feb 2010 17:46
VikingIrishman,Dropkick Murphys,Blackout,Time to Go,25 Feb 2010 17:44
VikingIrishman,Rum Rebellion,Cruisin' For A Boozin',Ramblers Road,25 Feb 2010 17:40
VikingIrishman,Flogging Molly,Swagger,The Worst Day Since Yesterday,25 Feb 2010 17:36
VikingIrishman,The Pogues,If I Should Fall From Grace With God,Fairytale of New York,25 Feb 2010 17:31
VikingIrishman,The Tossers,Long Dim Road,Ciara,25 Feb 2010 17:21
VikingIrishman,The Dubliners,,The Wild Rover,25 Feb 2010 17:16
VikingIrishman,The Real McKenzies,Oot & Aboot,Drink the Way I Do,25 Feb 2010 17:15
VikingIrishman,Flatfoot 56,Jungle of the Midwest Sea,Hoity Toity,25 Feb 2010 17:12
VikingIrishman,Street Dogs,Fading American Dream,Decency Police,25 Feb 2010 17:10
VikingIrishman,Neck,Uncrated Distant Star,Today's Bride,25 Feb 2010 17:08
VikingIrishman,The Prodigals,Needs Must When The Devil Drives,Ball Of Alcohol,25 Feb 2010 17:06
VikingIrishman,Rancid,...And Out Come the Wolves,Disorder and Disarray,25 Feb 2010 17:03
VikingIrishman,Larkin,Every Living day Begs The Question,signs of liberation,25 Feb 2010 17:02
VikingIrishman,NOFX,Punk in Drublic,Fleas,25 Feb 2010 17:00
VikingIrishman,The Young Dubliners,With All Due Respect - The Irish Sessions,I'll Tell Me Ma,25 Feb 2010 16:57
VikingIrishman,Shane MacGowan And The Popes,The Couch Sessions,That Woman's Got Me Drinkin',25 Feb 2010 16:54
VikingIrishman,Mutiny,Rum Rebellion,Drink To Better Days,25 Feb 2010 16:48
VikingIrishman,The Pogues & The Dubliners,If I Should Fall From Grace With God [Expanded],Mountain Dew,25 Feb 2010 16:46
VikingIrishman,Against Me!,As the Eternal Cowboy,Sink Florida Sink,25 Feb 2010 16:41
VikingIrishman,The Bouncing Souls,Bouncing Souls Live,Anchors Aweigh,25 Feb 2010 16:38
VikingIrishman,Barleyjuice,Six Yanks,More Pipes,25 Feb 2010 16:35
VikingIrishman,Transplants,,I Want It All (Amended Album Version),25 Feb 2010 16:31
VikingIrishman,Filthy Thieving Bastards,...I'm a Son of a Gun,I Sure Enjoyed My Stay,25 Feb 2010 16:29
VikingIrishman,Blood or Whiskey,Cashed Out on Culture,Jar'd for Life,25 Feb 2010 16:27
VikingIrishman,Dropkick Murphys,The Meanest of Times,The State of Massachusetts,25 Feb 2010 16:23
VikingIrishman,The Pogues,The Best Of The Pogues,Rain Street,25 Feb 2010 16:19
VikingIrishman,Flogging Molly,,Life in a Tenement Square,25 Feb 2010 16:15
VikingIrishman,The Real McKenzies,10000 Shots,Smokin' Bowl,25 Feb 2010 16:12
VikingIrishman,The Dubliners,Spirit of the Irish,The Rocky Road To Dublin,25 Feb 2010 16:10
VikingIrishman,The Bloody Irish Boys,Drunk Rock,Enniscorthy in a Bottle,25 Feb 2010 16:05
VikingIrishman,The Tossers,Agony,Siobhan,25 Feb 2010 16:03
VikingIrishman,Blaggards,Standards,Rocky Road to Dublin,25 Feb 2010 16:00
VikingIrishman,Flatfoot 56,Jungle of the Midwest Sea,City on a Hill,25 Feb 2010 15:56
VikingIrishman,Bad Religion,The Empire Strikes First,God's Love,25 Feb 2010 15:54
VikingIrishman,Street Dogs,Savin Hill,The Pilgrim: Chapter 33,25 Feb 2010 15:52
VikingIrishman,Gaelic Storm,Herding Cats,Drink The Night Away,25 Feb 2010 15:48
VikingIrishman,Rancid,...And Out Come the Wolves,You Don't Care Nothin',25 Feb 2010 15:45
VikingIrishman,The Prodigals,Go On,The Open Reel,25 Feb 2010 15:38
VikingIrishman,Me First and the Gimme Gimmes,Take A Break,I Believe I Can Fly,25 Feb 2010 15:35
VikingIrishman,Lars Frederiksen and the Bastards,Viking,Little Rude Girl,25 Feb 2010 15:34
VikingIrishman,Neck,Sod 'em and Begorrah!,The Ferry Fare,25 Feb 2010 15:29
VikingIrishman,Shane MacGowan And The Popes,The Couch Sessions,That Woman's Got Me Drinkin',25 Feb 2010 15:26
VikingIrishman,Greenland Whalefishers,Bergen Rock City Vol.5,Ramones,25 Feb 2010 15:23
VikingIrishman,Stiff Little Fingers,Anthology,Wasted Life,25 Feb 2010 15:19
VikingIrishman,Rum Rebellion,Cruisin' For A Boozin',Beer Run,25 Feb 2010 15:18
VikingIrishman,Shane MacGowan,Now And In Time To Be,An Irish Airman Forsees His Death,25 Feb 2010 15:16
VikingIrishman,Larkin,Every Living day Begs The Question,The End,25 Feb 2010 15:13
VikingIrishman,Social Distortion,White Light White Heat White Trash,Through These Eyes,25 Feb 2010 15:09
VikingIrishman,The Pogues,The Best Of The Pogues,Dirty Old Town,25 Feb 2010 15:06
VikingIrishman,Blood or Whiskey,Cashed Out on Culture,Stuck Together,25 Feb 2010 15:03
VikingIrishman,Dropkick Murphys,Give 'Em The Boot Vol. IV,I'm Shipping Up to Boston,25 Feb 2010 15:00
VikingIrishman,The Tossers,Long Dim Road,A Night On Earth,25 Feb 2010 14:56
VikingIrishman,The Bloody Irish Boys,Drunk Rock,Drunk Tonight,25 Feb 2010 14:53
VikingIrishman,The Real McKenzies,10000 Shots,Best Day Until Tomorrow,25 Feb 2010 14:50
VikingIrishman,The Dubliners,Spirit of the Irish,Whiskey in the Jar,25 Feb 2010 14:47
VikingIrishman,Flogging Molly,Drunken Lullabies,If I Ever Leave This World Alive,25 Feb 2010 14:43
VikingIrishman,The Veronicas,Untouched,Untouched,25 Feb 2010 14:41
VikingIrishman,Girls Aloud,Sound of the Underground,Sound of the Underground,25 Feb 2010 14:37
VikingIrishman,Duffy,Rockferry,Serious,25 Feb 2010 14:32
VikingIrishman,Mika,Life in Cartoon Motion,Relax Take It Easy,25 Feb 2010 14:29
VikingIrishman,Katy Perry,One of the Boys,Hot n Cold,25 Feb 2010 14:25
VikingIrishman,Little Boots,,Stuck On Repeat (Fake Blood Remix),25 Feb 2010 14:18
VikingIrishman,Kate Nash,Made of Bricks,Birds,25 Feb 2010 14:13
VikingIrishman,Lady Gaga,,Boys Boys Boys,25 Feb 2010 14:10
VikingIrishman,The Ting Tings,We Started Nothing,Fruit Machine,25 Feb 2010 14:07
VikingIrishman,Goldfinger,Open Your Eyes,Spokesman,25 Feb 2010 04:11
VikingIrishman,Catch 22,Keasbey Nights,Supernothing,25 Feb 2010 04:08
VikingIrishman,Passafire,Submersible,Ghost Man,25 Feb 2010 04:04
VikingIrishman,Long Beach Dub All Stars,Wonders Of The World,Sunny Hours,25 Feb 2010 03:59
VikingIrishman,Ballyhoo!,Do It For The Money!,Everything,25 Feb 2010 03:56
VikingIrishman,311,From Chaos,Amber,25 Feb 2010 03:53
VikingIrishman,Slightly Stoopid,Acoustic Roots,Wiseman,25 Feb 2010 03:49
VikingIrishman,Reel Big Fish,Turn the Radio Off,Snoop Dog Baby,25 Feb 2010 03:45
VikingIrishman,Pepper,Volcom Summer Sampler (2004),Stone Love,25 Feb 2010 03:41
VikingIrishman,Sublime,Sublime,Get Ready,25 Feb 2010 03:36
VikingIrishman,Long Beach Shortbus,Flying Ship of Fantasy,Odd Walking Man,25 Feb 2010 03:34
VikingIrishman,The Expendables,The Expendables,Let Loose,25 Feb 2010 03:29
VikingIrishman,The Mighty Mighty Bosstones,Live From The Middle East,The Impression That I Get,25 Feb 2010 03:26
VikingIrishman,Common Rider,Last Wave Rockers,Deep Spring,25 Feb 2010 03:24
VikingIrishman,Rebelution,,Bright Side of Life,25 Feb 2010 03:20
VikingIrishman,Bargain Music,A Little Taste Of...,Rock and Stone,25 Feb 2010 03:17
VikingIrishman,Operation Ivy,Energy,Sound System,25 Feb 2010 03:14
VikingIrishman,Catch 22,Keasbey Nights,Walking Away,25 Feb 2010 03:10
VikingIrishman,Big D And The Kids Table,How It Goes,Bender,25 Feb 2010 03:06
VikingIrishman,Rancid,...And Out Come the Wolves,Time Bomb,25 Feb 2010 03:04
VikingIrishman,The Supervillains,Grow Yer Own,Jumpin' Beans,25 Feb 2010 03:01
VikingIrishman,Rx Bandits,And the Battle Begun,In Her Drawer,25 Feb 2010 02:55
VikingIrishman,Long Beach Dub All Stars,Wonders Of The World,Sunny Hours,25 Feb 2010 02:51
VikingIrishman,Ballyhoo!,Do It For The Money!,Everything,25 Feb 2010 02:48
VikingIrishman,311,From Chaos,Amber,25 Feb 2010 02:45
VikingIrishman,Slightly Stoopid,Acoustic Roots,Wiseman,25 Feb 2010 02:41
VikingIrishman,Long Beach Shortbus,Self-Titled,Alley Stumble Dub,25 Feb 2010 02:39
VikingIrishman,The Expendables,The Expendables,Paper Chains,25 Feb 2010 02:37
VikingIrishman,Passafire,Passafire,Feel It,25 Feb 2010 02:33
VikingIrishman,Pepper,,Sitting On the Curb,25 Feb 2010 02:30
VikingIrishman,Sublime,Sublime,Get Ready,25 Feb 2010 02:25
VikingIrishman,Wijlen Wij,Wijlen Wij,Wijlen Wij,24 Feb 2010 01:32
VikingIrishman,Во Скорбях,Во Скорбях,Несчастие,24 Feb 2010 01:22
VikingIrishman,Beck,Guero,Girl,24 Feb 2010 01:20
VikingIrishman,Cake,Comfort Eagle,Shadow Stabbing,24 Feb 2010 01:16
VikingIrishman,Fireflight,,Brand New Day,24 Feb 2010 01:11
VikingIrishman,Flyleaf,,Missing,24 Feb 2010 01:08
VikingIrishman,Moi dix Mois,NOCTURNAL OPERA,Vizard,16 Feb 2010 20:37
VikingIrishman,Charlie Daniels Band,,The Devil Went Down to Georgia,15 Feb 2010 21:07
VikingIrishman,Cake,Motorcade of Generosity,Jolene,15 Feb 2010 21:02
VikingIrishman,Kamelot,Siege Perilous,Rhydin,15 Feb 2010 16:23
VikingIrishman,Kamelot,Siege Perilous,Once A Dream,15 Feb 2010 16:20
VikingIrishman,Kamelot,Siege Perilous,Parting Visions,15 Feb 2010 16:15
VikingIrishman,Kamelot,Siege Perilous,Where I Reign,15 Feb 2010 16:09
VikingIrishman,Kamelot,Siege Perilous,Expedition,15 Feb 2010 16:03
VikingIrishman,Kamelot,Siege Perilous,Millennium,15 Feb 2010 15:57
VikingIrishman,Kamelot,Siege Perilous,King's Eyes,15 Feb 2010 15:57
VikingIrishman,Kamelot,Siege Perilous,Millennium,15 Feb 2010 15:52
VikingIrishman,Kamelot,Siege Perilous,Providence,15 Feb 2010 15:46
VikingIrishman,Kamelot,Ghost Opera: The 2nd Coming,Epilogue,15 Feb 2010 15:38
VikingIrishman,Kamelot,Ghost Opera: The 2nd Coming,Rule the world (remix),15 Feb 2010 15:38
VikingIrishman,Kamelot,Ghost Opera: The 2nd Coming,Epilogue,15 Feb 2010 15:35
VikingIrishman,Kamelot,Ghost Opera: The 2nd Coming,Pendulous Fall,15 Feb 2010 15:27
VikingIrishman,Antsy Pants,Juno,Vampire,15 Feb 2010 07:47
VikingIrishman,Kamelot,Ghost Opera,Mourning Star,15 Feb 2010 07:45
VikingIrishman,Type O Negative,Bloody Kisses,Too Late: Frozen,15 Feb 2010 07:41
VikingIrishman,Rush,Hold Your Fire,Prime Mover,15 Feb 2010 04:28
VikingIrishman,Rush,Hold Your Fire,Second Nature,15 Feb 2010 04:22
VikingIrishman,Rush,Hold Your Fire,Open Secrets,15 Feb 2010 04:18
VikingIrishman,Rush,Hold Your Fire,Time Stand Still,15 Feb 2010 04:12
VikingIrishman,Rush,Hold Your Fire,Force Ten,15 Feb 2010 04:07
VikingIrishman,Rush,Hemispheres,La Villa Strangiato (An Exercise In Self-Indulgence),15 Feb 2010 04:02
VikingIrishman,Rush,Hemispheres,The Trees,15 Feb 2010 03:53
VikingIrishman,Rush,Hemispheres,The Trees,15 Feb 2010 03:53
VikingIrishman,Rush,Hemispheres,Circumstances,15 Feb 2010 03:48
VikingIrishman,Rush,Hemispheres,Circumstances,15 Feb 2010 03:48
VikingIrishman,Rush,Hemispheres,Cygnus X-1 Book II: Hemispheres,15 Feb 2010 03:44
VikingIrishman,Rush,Hemispheres,Cygnus X-1 Book II: Hemispheres,15 Feb 2010 03:44
VikingIrishman,Rush,Grace Under Pressure,Between the Wheels,15 Feb 2010 03:26
VikingIrishman,Rush,Grace Under Pressure,Red Lenses,15 Feb 2010 03:20
VikingIrishman,Rush,Grace Under Pressure,Kid Gloves,15 Feb 2010 03:16
VikingIrishman,Rush,Grace Under Pressure,The Body Electric,15 Feb 2010 03:11
VikingIrishman,Rush,Grace Under Pressure,The Enemy Within (Part I of Fear),15 Feb 2010 03:06
VikingIrishman,Rush,Grace Under Pressure,Red Sector A,15 Feb 2010 03:02
VikingIrishman,Rush,Grace Under Pressure,Afterimage,15 Feb 2010 02:57
VikingIrishman,Rush,Grace Under Pressure,Distant Early Warning,15 Feb 2010 02:52
VikingIrishman,Rush,Grace Under Pressure,Distant Early Warning,15 Feb 2010 02:51
VikingIrishman,Rush,Fly by Night,In the End,15 Feb 2010 02:47
VikingIrishman,Rush,Fly by Night,In the End,15 Feb 2010 02:47
VikingIrishman,Rush,Permanent Waves,Freewill,15 Feb 2010 02:00
VikingIrishman,Rush,Permanent Waves,Freewill,15 Feb 2010 02:00
VikingIrishman,Rush,Permanent Waves,Freewill,15 Feb 2010 01:55
VikingIrishman,Rush,Moving Pictures,Limelight,15 Feb 2010 01:54
VikingIrishman,Rush,Moving Pictures,Limelight,15 Feb 2010 01:50
VikingIrishman,Rush,Grace Under Pressure,Kid Gloves,15 Feb 2010 01:46
VikingIrishman,Opeth,My Arms Your Hearse,Prologue,15 Feb 2010 01:37
VikingIrishman,Type O Negative,Life Is Killing Me,Drunk in Paris,14 Feb 2010 21:02
VikingIrishman,Maximum the Hormone,Buiikikaesu,Buiikikaesu!!,14 Feb 2010 21:01
VikingIrishman,Cake,Motorcade of Generosity,Mr. Mastodon Farm,14 Feb 2010 20:57
VikingIrishman,Cake,Motorcade of Generosity,Mr. Mastodon Farm,14 Feb 2010 20:57
VikingIrishman,System of a Down,Steal This Album!,I-E-A-I-A-I-O,14 Feb 2010 20:52
VikingIrishman,Funeral,As the Light Does the Shadow,The Elusive Light,14 Feb 2010 20:48
VikingIrishman,Funeral,As the Light Does the Shadow,The Elusive Light,14 Feb 2010 20:48
VikingIrishman,System of a Down,Steal This Album!,Boom!,14 Feb 2010 20:42
VikingIrishman,AC/DC,Black Ice,Smash N Grab,14 Feb 2010 20:40
VikingIrishman,AC/DC,Black Ice,Smash N Grab,14 Feb 2010 20:40
VikingIrishman,Rush,Presto,Show Don't Tell,14 Feb 2010 20:36
VikingIrishman,Suicidal Tendencies,Prime Cuts,How Will I Laugh Tomorrow,14 Feb 2010 19:39
VikingIrishman,Nirvana,Nirvana,The Man Who Sold the World,14 Feb 2010 19:32
VikingIrishman,Sublime,Gold [Disc 2],Boss D.J.,14 Feb 2010 19:28
VikingIrishman,Sublime,Gold [Disc 2],Boss D.J.,14 Feb 2010 19:28
VikingIrishman,Rob Zombie,Past Present & Future,Living Dead Girl,14 Feb 2010 19:25
VikingIrishman,Kamelot,The Black Halo,This Pain,14 Feb 2010 19:22
VikingIrishman,Kamelot,The Black Halo,This Pain,14 Feb 2010 19:22
VikingIrishman,Funeral,As the Light Does the Shadow,The Absence of Heaven,14 Feb 2010 19:07
VikingIrishman,Funeral,As the Light Does the Shadow,Let Us Die Alone,14 Feb 2010 18:59
VikingIrishman,Funeral,As the Light Does the Shadow,Towards the End,14 Feb 2010 18:52
VikingIrishman,Funeral,As the Light Does the Shadow,Towards the End,14 Feb 2010 18:52
VikingIrishman,Funeral,As the Light Does the Shadow,In the Fathoms of Wit and Reason,14 Feb 2010 18:45
VikingIrishman,Thin Lizzy,Dedication - The Very Best of Thin Lizzy,The Rocker,14 Feb 2010 18:35
VikingIrishman,Thin Lizzy,Dedication - The Very Best of Thin Lizzy,The Rocker,14 Feb 2010 18:35
VikingIrishman,Thin Lizzy,Dedication - The Very Best of Thin Lizzy,The Rocker,14 Feb 2010 18:35
VikingIrishman,Thin Lizzy,Dedication - The Very Best of Thin Lizzy,Whiskey in the Jar,14 Feb 2010 18:29
VikingIrishman,Thin Lizzy,Dedication - The Very Best of Thin Lizzy,Whiskey in the Jar,14 Feb 2010 18:29
VikingIrishman,Darren Smith & Terrance Zdunich,Repo! The Genetic Opera - Original Motion Picture Soundtrack,Crucifixus,14 Feb 2010 17:42
VikingIrishman,Darren Smith & Terrance Zdunich,Repo! The Genetic Opera - Original Motion Picture Soundtrack,Crucifixus,14 Feb 2010 17:42
VikingIrishman,Kamelot,Epica,Farewell,14 Feb 2010 17:40
VikingIrishman,Greg Edmonson,Firefly,Reavers Chase Serenity,14 Feb 2010 17:37
VikingIrishman,Alestorm,Captain Morgan's Revenge,Terror on the High Seas,14 Feb 2010 17:33
VikingIrishman,Greg Edmonson,Firefly,Big Bar Fight,14 Feb 2010 17:25
VikingIrishman,Sublime,Gold [Disc 1],Pool Shark,14 Feb 2010 17:23
VikingIrishman,Lily Allen,Alright Still,Friend of Mine,14 Feb 2010 17:22
VikingIrishman,Type O Negative,Dead Again (Bonus Live CD),Are You Afraid - Gravitational Constant,14 Feb 2010 17:19
VikingIrishman,Type O Negative,Life Is Killing Me,(We Were) Electrocute,14 Feb 2010 11:36
VikingIrishman,Kamelot,The Black Halo,When the Lights Are Down,14 Feb 2010 11:29
VikingIrishman,Stone Sour,Stone Sour,Tumult,14 Feb 2010 11:25
VikingIrishman,Rush,Moving Pictures,Red Barchetta,14 Feb 2010 05:32
VikingIrishman,Cake,Fashion Nugget,Perhaps Perhaps Perhaps,14 Feb 2010 05:26
VikingIrishman,Type O Negative,The Origin of the Feces,I Know You're Fucking Someone Else,14 Feb 2010 05:19
VikingIrishman,Sublime,Gold [Disc 1],Don't Push,14 Feb 2010 05:04
VikingIrishman,The Kinks,Juno,A Well Respected Man,14 Feb 2010 05:00
VikingIrishman,MALICE MIZER,Single Uruwashiki kamen no shôtaijô,Apres Midi  (E-style instr.),14 Feb 2010 04:39
